City,Colors Reported,Shape Reported,State,Time,IN-December,Time_Diff_From_WW1
Pittsfield,,FORMATION,ME,1998-03-05 22:45:00,False,30536 days 22:45:00
Port Salerno,,,FL,1998-03-07 00:00:00,False,30538 days 00:00:00
Malabar,,TRIANGLE,FL,1998-03-07 08:00:00,False,30538 days 08:00:00
Cocoa Beach,,LIGHT,FL,1998-03-07 18:00:00,False,30538 days 18:00:00
Benson,,FIREBALL,NC,1998-03-07 18:17:00,False,30538 days 18:17:00
Lake Placid,YELLOW,LIGHT,FL,1998-03-07 18:30:00,False,30538 days 18:30:00
Orlando,,SPHERE,FL,1998-03-07 18:35:00,False,30538 days 18:35:00
North Fort Myers,,SPHERE,FL,1998-03-07 18:40:00,False,30538 days 18:40:00
Temple Terrace,,LIGHT,FL,1998-03-07 18:40:00,False,30538 days 18:40:00
Fort Myers,,FIREBALL,FL,1998-03-07 18:45:00,False,30538 days 18:45:00
Lighthouse Point,,LIGHT,FL,1998-03-07 18:45:00,False,30538 days 18:45:00
Naples,,CONE,FL,1998-03-07 18:45:00,False,30538 days 18:45:00
Orlando,,LIGHT,FL,1998-03-07 18:45:00,False,30538 days 18:45:00
Port St. Lucie,,LIGHT,FL,1998-03-07 18:45:00,False,30538 days 18:45:00
Sebastian Inlet,,LIGHT,FL,1998-03-07 18:45:00,False,30538 days 18:45:00
Tampa,,,FL,1998-03-07 18:45:00,False,30538 days 18:45:00
Tampa,,OTHER,FL,1998-03-07 18:45:00,False,30538 days 18:45:00
Vero Beach,,FORMATION,FL,1998-03-07 18:45:00,False,30538 days 18:45:00
West Palm Beach,,CIRCLE,FL,1998-03-07 18:45:00,False,30538 days 18:45:00
Sarasota,,LIGHT,FL,1998-03-07 18:48:00,False,30538 days 18:48:00
Englewood,,SPHERE,FL,1998-03-07 18:50:00,False,30538 days 18:50:00
Lehigh Acres,,FIREBALL,FL,1998-03-07 18:50:00,False,30538 days 18:50:00
Sarasota,,CONE,FL,1998-03-07 18:50:00,False,30538 days 18:50:00
Central Florida,,LIGHT,FL,1998-03-07 19:00:00,False,30538 days 19:00:00
Port Charlotte,,LIGHT,FL,1998-03-07 19:00:00,False,30538 days 19:00:00
Bonita Springs,,OTHER,FL,1998-03-07 19:30:00,False,30538 days 19:30:00
Kennedy Space Center,,TRIANGLE,FL,1998-03-07 19:30:00,False,30538 days 19:30:00
West Palm Beach,,FORMATION,FL,1998-03-07 19:30:00,False,30538 days 19:30:00
Punta Gorda,,DISK,FL,1998-03-07 19:50:00,False,30538 days 19:50:00
West Palm Beach,,FIREBALL,FL,1998-03-07 20:00:00,False,30538 days 20:00:00
Chinook,,VARIOUS,MT,1998-03-07 22:00:00,False,30538 days 22:00:00
Wichita,,CYLINDER,KS,1998-03-08 12:00:00,False,30539 days 12:00:00
Columbus,RED,VARIOUS,GA,1998-03-08 22:00:00,False,30539 days 22:00:00
Butte County,,LIGHT,CA,1998-03-09 19:40:00,False,30540 days 19:40:00
Tucson,,TRIANGLE,AZ,1998-03-09 22:25:00,False,30540 days 22:25:00
Santa Monica,,SPHERE,CA,1998-03-10 07:00:00,False,30541 days 07:00:00
Fort Gordon,,LIGHT,GA,1998-03-10 18:00:00,False,30541 days 18:00:00
Savannah,,CONE,GA,1998-03-10 18:00:00,False,30541 days 18:00:00
Columbia,,DIAMOND,SC,1998-03-10 19:00:00,False,30541 days 19:00:00
Windber,BLUE,FORMATION,PA,1998-03-10 19:00:00,False,30541 days 19:00:00
Alexandria,,CHEVRON,VA,1998-03-10 20:00:00,False,30541 days 20:00:00
Kauai,,SPHERE,HI,1998-03-11 16:45:00,False,30542 days 16:45:00
Los Penisquitos,,LIGHT,CA,1998-03-11 19:30:00,False,30542 days 19:30:00
Northport,,LIGHT,NY,1998-03-11 20:10:00,False,30542 days 20:10:00
Colorado Springs,,OTHER,CO,1998-03-11 22:03:00,False,30542 days 22:03:00
Quincy,RED,CIRCLE,CA,1998-03-11 23:30:00,False,30542 days 23:30:00
Eagle County,GREEN,FIREBALL,CO,1998-03-12 01:10:00,False,30543 days 01:10:00
Kennewick,,DIAMOND,WA,1998-03-12 01:40:00,False,30543 days 01:40:00
San Antonio,,LIGHT,TX,1998-03-12 02:30:00,False,30543 days 02:30:00
Red River,RED,CYLINDER,NM,1998-03-12 04:30:00,False,30543 days 04:30:00
Greenland,GREEN,SPHERE,NH,1998-03-12 08:34:00,False,30543 days 08:34:00
Ashtabula,,CIGAR,OH,1998-03-12 22:10:00,False,30543 days 22:10:00
San Jose,,SPHERE,CA,1998-03-13 13:30:00,False,30544 days 13:30:00
Florence,,CIGAR,OR,1998-03-13 17:30:00,False,30544 days 17:30:00
San Diego,,CIRCLE,CA,1998-03-13 21:00:00,False,30544 days 21:00:00
Seattle,,SPHERE,WA,1998-03-13 21:50:00,False,30544 days 21:50:00
Novato,RED,FLASH,CA,1998-03-13 22:15:00,False,30544 days 22:15:00
Tulsa,,LIGHT,OK,1998-03-13 23:40:00,False,30544 days 23:40:00
Tacoma,RED,FIREBALL,WA,1998-03-14 07:50:00,False,30545 days 07:50:00
Bradenton,,CIGAR,FL,1998-03-14 15:00:00,False,30545 days 15:00:00
Frankfort,,TRIANGLE,IN,1998-03-14 21:00:00,False,30545 days 21:00:00
Roswell,,TRIANGLE,NM,1998-03-15 00:00:00,False,30546 days 00:00:00
Oak Creek,,LIGHT,CO,1998-03-15 04:00:00,False,30546 days 04:00:00
Southaven,,DISK,MS,1998-03-15 13:00:00,False,30546 days 13:00:00
Bozeman,,TRIANGLE,MT,1998-03-15 14:00:00,False,30546 days 14:00:00
Gunnison,,DISK,CO,1998-03-15 14:30:00,False,30546 days 14:30:00
North Pole,BLUE,SPHERE,AK,1998-03-15 20:00:00,False,30546 days 20:00:00
Anchorage,,OVAL,AK,1998-03-15 20:30:00,False,30546 days 20:30:00
Danbury,,CYLINDER,CT,1998-03-15 20:30:00,False,30546 days 20:30:00
Greensboro,,LIGHT,NC,1998-03-15 21:30:00,False,30546 days 21:30:00
Los Osos,,SPHERE,CA,1998-03-15 21:30:00,False,30546 days 21:30:00
Farina,,FIREBALL,IL,1998-03-15 22:30:00,False,30546 days 22:30:00
Holderness,GREEN BLUE,FIREBALL,NH,1998-03-16 03:15:00,False,30547 days 03:15:00
Lunenburg,GREEN,LIGHT,MA,1998-03-16 03:22:00,False,30547 days 03:22:00
Seattle,,SPHERE,WA,1998-03-16 13:30:00,False,30547 days 13:30:00
Albany,RED BLUE,CIGAR,OR,1998-03-16 20:30:00,False,30547 days 20:30:00
Bar Harbor,,FIREBALL,ME,1998-03-16 20:56:00,False,30547 days 20:56:00
Worcester,,,MA,1998-03-16 23:00:00,False,30547 days 23:00:00
Trout Run,,FIREBALL,PA,1998-03-18 02:00:00,False,30549 days 02:00:00
Spring Hill,,LIGHT,TN,1998-03-19 19:00:00,False,30550 days 19:00:00
Grosse Ile,,DIAMOND,MI,1998-03-19 23:00:00,False,30550 days 23:00:00
Harriman State Park,,LIGHT,NY,1998-03-20 00:00:00,False,30551 days 00:00:00
Kentwood,,TRIANGLE,MI,1998-03-20 01:00:00,False,30551 days 01:00:00
Okoboji,YELLOW GREEN,FIREBALL,IA,1998-03-20 18:00:00,False,30551 days 18:00:00
Kansas City,GREEN,FORMATION,MO,1998-03-20 20:50:00,False,30551 days 20:50:00
Kearney,,TRIANGLE,NE,1998-03-20 21:46:00,False,30551 days 21:46:00
Ten Sleep,,DISK,WY,1998-03-21 20:00:00,False,30552 days 20:00:00
Holland,,FLASH,MI,1998-03-21 20:15:00,False,30552 days 20:15:00
San Antonio,,FORMATION,TX,1998-03-21 22:30:00,False,30552 days 22:30:00
Doylestown,,DISK,PA,1998-03-22 23:30:00,False,30553 days 23:30:00
Dayton,,LIGHT,OH,1998-03-24 11:30:00,False,30555 days 11:30:00
Southport,,CIRCLE,CT,1998-03-24 16:38:00,False,30555 days 16:38:00
Lake Placid,,LIGHT,FL,1998-03-24 21:50:00,False,30555 days 21:50:00
Tempe,,TRIANGLE,AZ,1998-03-24 21:55:00,False,30555 days 21:55:00
Fort Pierce,ORANGE,FIREBALL,FL,1998-03-24 22:00:00,False,30555 days 22:00:00
Teague,,FIREBALL,TX,1998-03-24 22:10:00,False,30555 days 22:10:00
Alexandria,,TRIANGLE,LA,1998-03-25 23:30:00,False,30556 days 23:30:00
Beautiful Home Community of Monroe County,,LIGHT,KY,1998-03-26 19:00:00,False,30557 days 19:00:00
Poseyville,RED,OVAL,IN,1998-03-26 19:00:00,False,30557 days 19:00:00
St. Cloud,YELLOW,LIGHT,FL,1998-03-26 21:30:00,False,30557 days 21:30:00
Westhampton,,,NY,1998-03-26 21:30:00,False,30557 days 21:30:00
Kissimmee,,LIGHT,FL,1998-03-26 21:45:00,False,30557 days 21:45:00
St. Cloud,,LIGHT,FL,1998-03-26 21:50:00,False,30557 days 21:50:00
Lake Wales,YELLOW,LIGHT,FL,1998-03-26 22:00:00,False,30557 days 22:00:00
Portland,BLUE,LIGHT,OR,1998-03-26 22:00:00,False,30557 days 22:00:00
Milwaukee,,CIRCLE,WI,1998-03-27 20:40:00,False,30558 days 20:40:00
Pueblo,RED GREEN,LIGHT,CO,1998-03-27 21:00:00,False,30558 days 21:00:00
Arroyo Grande,,DISK,CA,1998-03-27 22:35:00,False,30558 days 22:35:00
Clifton Park,,OTHER,NY,1998-03-27 23:00:00,False,30558 days 23:00:00
Newnan,,DISK,GA,1998-03-27 23:00:00,False,30558 days 23:00:00
Malvern,,CROSS,PA,1998-03-28 04:30:00,False,30559 days 04:30:00
Urbana,,DISK,OH,1998-03-28 13:00:00,False,30559 days 13:00:00
Death Valley,,FIREBALL,CA,1998-03-28 20:30:00,False,30559 days 20:30:00
Yakima,,VARIOUS,WA,1998-03-29 02:29:00,False,30560 days 02:29:00
Indio,ORANGE,LIGHT,CA,1998-03-29 19:30:00,False,30560 days 19:30:00
Lunenburg,,FIREBALL,MA,1998-03-29 20:18:00,False,30560 days 20:18:00
Mountain View,,OTHER,CA,1998-03-30 22:00:00,False,30561 days 22:00:00
Bel Air,,FORMATION,MD,1998-03-30 22:30:00,False,30561 days 22:30:00
Davenport,,CIRCLE,IA,1998-03-30 23:00:00,False,30561 days 23:00:00
Baraboo,YELLOW,LIGHT,WI,1998-03-31 05:00:00,False,30562 days 05:00:00
Ozark National Forest,ORANGE,RECTANGLE,AR,1998-03-31 19:30:00,False,30562 days 19:30:00
Glendale,,CIRCLE,CA,1998-04-01 08:00:00,False,30563 days 08:00:00
Providence,,CIRCLE,RI,1998-04-01 13:00:00,False,30563 days 13:00:00
Henry County,,TRIANGLE,OH,1998-04-01 21:00:00,False,30563 days 21:00:00
Santa Clarita,,FIREBALL,CA,1998-04-02 05:00:00,False,30564 days 05:00:00
Midland,,DISK,TX,1998-04-02 14:10:00,False,30564 days 14:10:00
Austin,,FLASH,TX,1998-04-02 21:30:00,False,30564 days 21:30:00
Greenville,,OTHER,OH,1998-04-02 22:50:00,False,30564 days 22:50:00
San Antonio,RED GREEN BLUE,TRIANGLE,TX,1998-04-03 01:25:00,False,30565 days 01:25:00
Waldorf,,CIRCLE,MD,1998-04-03 07:30:00,False,30565 days 07:30:00
Fredericksburg,GREEN BLUE,EGG,VA,1998-04-03 18:42:00,False,30565 days 18:42:00
Fairfax,,OVAL,VA,1998-04-03 18:45:00,False,30565 days 18:45:00
Wickiup,GREEN,OTHER,AZ,1998-04-03 20:01:00,False,30565 days 20:01:00
Eau Claire,,DIAMOND,WI,1998-04-03 22:20:00,False,30565 days 22:20:00
Cheyenne,,SPHERE,WY,1998-04-04 09:00:00,False,30566 days 09:00:00
Northern California,,LIGHT,CA,1998-04-04 23:00:00,False,30566 days 23:00:00
Gardiner,,CIRCLE,ME,1998-04-04 23:30:00,False,30566 days 23:30:00
Winslow,,LIGHT,ME,1998-04-05 01:00:00,False,30567 days 01:00:00
Baraboo,,LIGHT,WI,1998-04-05 08:10:00,False,30567 days 08:10:00
Soquel,GREEN,OTHER,CA,1998-04-05 11:50:00,False,30567 days 11:50:00
it was in the middle of no where,,DISK,GA,1998-04-05 19:00:00,False,30567 days 19:00:00
Channahon,,TRIANGLE,IL,1998-04-05 23:35:00,False,30567 days 23:35:00
Lake Wales,,LIGHT,FL,1998-04-06 00:00:00,False,30568 days 00:00:00
Edwards AFB,,,CA,1998-04-06 22:45:00,False,30568 days 22:45:00
San Diego,,OVAL,CA,1998-04-09 10:00:00,False,30571 days 10:00:00
Colorado Springs,YELLOW,OTHER,CO,1998-04-09 21:15:00,False,30571 days 21:15:00
Colorado Springs,,OTHER,CO,1998-04-09 21:34:00,False,30571 days 21:34:00
Costa Mesa,,EGG,CA,1998-04-09 23:45:00,False,30571 days 23:45:00
El Cajon,RED,CIGAR,CA,1998-04-10 05:45:00,False,30572 days 05:45:00
Fort Lewis,,CIRCLE,WA,1998-04-10 11:30:00,False,30572 days 11:30:00
Charleston,,,SC,1998-04-10 17:00:00,False,30572 days 17:00:00
Pembroke Pines,,TRIANGLE,FL,1998-04-10 21:00:00,False,30572 days 21:00:00
Woodland Hills,,LIGHT,CA,1998-04-11 11:00:00,False,30573 days 11:00:00
Spring Valley,,FIREBALL,CA,1998-04-11 19:00:00,False,30573 days 19:00:00
Corralitos,ORANGE,OTHER,CA,1998-04-11 21:15:00,False,30573 days 21:15:00
Yucaipa,,LIGHT,CA,1998-04-12 00:30:00,False,30574 days 00:30:00
Level Cross,,,NC,1998-04-12 17:00:00,False,30574 days 17:00:00
Waldorf,,OVAL,MD,1998-04-12 17:00:00,False,30574 days 17:00:00
Cleveland,,LIGHT,OH,1998-04-12 18:45:00,False,30574 days 18:45:00
Castle Rock,,TRIANGLE,CO,1998-04-12 22:00:00,False,30574 days 22:00:00
Whitefish,,,MT,1998-04-12 23:00:00,False,30574 days 23:00:00
Cleveland,,TRIANGLE,TN,1998-04-12 23:30:00,False,30574 days 23:30:00
Binghamton,,OTHER,NY,1998-04-13 07:00:00,False,30575 days 07:00:00
Spokane,,LIGHT,WA,1998-04-14 03:20:00,False,30576 days 03:20:00
Vienna,,VARIOUS,VA,1998-04-14 13:19:00,False,30576 days 13:19:00
Texico,,OTHER,IL,1998-04-14 21:30:00,False,30576 days 21:30:00
Ashland,,FIREBALL,NE,1998-04-15 03:30:00,False,30577 days 03:30:00
Catawba,,TRIANGLE,OH,1998-04-15 07:45:00,False,30577 days 07:45:00
Passaic,,OTHER,NJ,1998-04-15 08:00:00,False,30577 days 08:00:00
Baraboo,,SPHERE,WI,1998-04-15 08:20:00,False,30577 days 08:20:00
South Zanesville,,LIGHT,OH,1998-04-15 09:00:00,False,30577 days 09:00:00
San Antonio,,CYLINDER,TX,1998-04-15 13:00:00,False,30577 days 13:00:00
Murfreesboro,,SPHERE,TN,1998-04-15 15:00:00,False,30577 days 15:00:00
Roanoke,BLUE,FIREBALL,VA,1998-04-15 17:44:00,False,30577 days 17:44:00
Richmond,,DISK,CA,1998-04-15 20:00:00,False,30577 days 20:00:00
Hartsgrove,,DISK,OH,1998-04-15 20:30:00,False,30577 days 20:30:00
Flagstaff,RED,CIRCLE,AZ,1998-04-15 20:48:00,False,30577 days 20:48:00
Warsaw,,,MO,1998-04-15 21:00:00,False,30577 days 21:00:00
Arlington,,LIGHT,VT,1998-04-15 22:00:00,False,30577 days 22:00:00
Magna,,LIGHT,UT,1998-04-15 22:00:00,False,30577 days 22:00:00
New Bedford,ORANGE,OVAL,MA,1998-04-15 22:00:00,False,30577 days 22:00:00
Lancing,,LIGHT,TN,1998-04-15 23:30:00,False,30577 days 23:30:00
Milpitas,,SPHERE,CA,1998-04-16 03:08:00,False,30578 days 03:08:00
Fort Gay,,DISK,WV,1998-04-16 15:00:00,False,30578 days 15:00:00
Lafayette,,FIREBALL,CA,1998-04-16 23:16:00,False,30578 days 23:16:00
Plainwell,,TRIANGLE,MI,1998-04-17 23:15:00,False,30579 days 23:15:00
Tampa,,VARIOUS,FL,1998-04-18 14:00:00,False,30580 days 14:00:00
Glenview,,TRIANGLE,IL,1998-04-18 21:30:00,False,30580 days 21:30:00
Chicago,,OTHER,IL,1998-04-19 22:10:00,False,30581 days 22:10:00
Vancouver,,SPHERE,WA,1998-04-20 09:00:00,False,30582 days 09:00:00
Valdosta,,CIRCLE,GA,1998-04-20 10:30:00,False,30582 days 10:30:00
Muskegon,GREEN,OTHER,MI,1998-04-20 21:00:00,False,30582 days 21:00:00
Brighton,,TRIANGLE,IL,1998-04-20 22:00:00,False,30582 days 22:00:00
Austin,YELLOW,LIGHT,TX,1998-04-20 23:59:00,False,30582 days 23:59:00
Pecos,BLUE,CHEVRON,TX,1998-04-21 00:24:00,False,30583 days 00:24:00
Broomfield,,TEARDROP,CO,1998-04-21 22:30:00,False,30583 days 22:30:00
Santa Cruz,GREEN,FIREBALL,CA,1998-04-21 23:46:00,False,30583 days 23:46:00
Melbourne,,LIGHT,FL,1998-04-22 05:00:00,False,30584 days 05:00:00
Machias,,LIGHT,ME,1998-04-22 16:00:00,False,30584 days 16:00:00
Sierra Vista,RED,LIGHT,AZ,1998-04-22 20:00:00,False,30584 days 20:00:00
Friday Harbor,,FIREBALL,WA,1998-04-22 21:20:00,False,30584 days 21:20:00
Portland,GREEN,SPHERE,OR,1998-04-22 21:20:00,False,30584 days 21:20:00
Snohomish,ORANGE BLUE,OVAL,WA,1998-04-22 21:20:00,False,30584 days 21:20:00
Shelton,,CIRCLE,WA,1998-04-22 21:22:00,False,30584 days 21:22:00
Bangor Submarine Base,,DISK,WA,1998-04-22 21:23:00,False,30584 days 21:23:00
Pacific,BLUE,LIGHT,WA,1998-04-22 21:24:00,False,30584 days 21:24:00
Federal Way,GREEN,LIGHT,WA,1998-04-22 21:30:00,False,30584 days 21:30:00
Vancouver,BLUE,LIGHT,WA,1998-04-22 21:30:00,False,30584 days 21:30:00
Yakima,BLUE,CIRCLE,WA,1998-04-22 21:30:00,False,30584 days 21:30:00
North Little Rock,,LIGHT,AR,1998-04-22 22:00:00,False,30584 days 22:00:00
Reno,GREEN,,NV,1998-04-22 23:25:00,False,30584 days 23:25:00
Oneonta,,LIGHT,NY,1998-04-23 04:01:00,False,30585 days 04:01:00
Epcot Center,,DISK,FL,1998-04-23 16:00:00,False,30585 days 16:00:00
Oconomowoc,,LIGHT,WI,1998-04-23 17:21:00,False,30585 days 17:21:00
Hollywood,ORANGE,LIGHT,CA,1998-04-23 18:00:00,False,30585 days 18:00:00
Shoreline,GREEN,OTHER,WA,1998-04-23 21:25:00,False,30585 days 21:25:00
West Boca Raton,,CIRCLE,FL,1998-04-23 22:30:00,False,30585 days 22:30:00
Bedford Park,GREEN,FIREBALL,IL,1998-04-24 00:25:00,False,30586 days 00:25:00
Mt. Charlston,,FORMATION,NV,1998-04-24 00:30:00,False,30586 days 00:30:00
Frisco,,OVAL,CO,1998-04-25 20:00:00,False,30587 days 20:00:00
Manito,,FORMATION,IL,1998-04-25 21:00:00,False,30587 days 21:00:00
Blanchard,RED GREEN BLUE,TRIANGLE,OK,1998-04-25 21:45:00,False,30587 days 21:45:00
Roca,,TRIANGLE,NE,1998-04-25 22:30:00,False,30587 days 22:30:00
Eagan,,LIGHT,MN,1998-04-26 21:45:00,False,30588 days 21:45:00
Comer,,DISK,GA,1998-04-26 23:50:00,False,30588 days 23:50:00
Santa Cruz,,OTHER,CA,1998-04-27 11:00:00,False,30589 days 11:00:00
Tulsa,,CIRCLE,OK,1998-04-28 22:00:00,False,30590 days 22:00:00
Colorado Springs,,FLASH,CO,1998-04-28 22:42:00,False,30590 days 22:42:00
Simpsonville,,LIGHT,SC,1998-04-29 06:25:00,False,30591 days 06:25:00
Republic,,FIREBALL,WA,1998-04-29 07:15:00,False,30591 days 07:15:00
Reno,,OTHER,CA,1998-04-30 01:00:00,False,30592 days 01:00:00
Danville,BLUE,TEARDROP,VA,1998-04-30 17:45:00,False,30592 days 17:45:00
Austin,,SPHERE,TX,1998-04-30 19:00:00,False,30592 days 19:00:00
Hardin,,TRIANGLE,KY,1998-05-01 00:00:00,False,30593 days 00:00:00
Rural,,FORMATION,NV,1998-05-01 00:00:00,False,30593 days 00:00:00
San Diego,,LIGHT,CA,1998-05-01 02:00:00,False,30593 days 02:00:00
Cordele,,DIAMOND,GA,1998-05-01 16:00:00,False,30593 days 16:00:00
New York City,,TRIANGLE,NY,1998-05-01 18:30:00,False,30593 days 18:30:00
Cleveland,,LIGHT,OH,1998-05-01 21:00:00,False,30593 days 21:00:00
Lufkin,GREEN,LIGHT,TX,1998-05-01 21:00:00,False,30593 days 21:00:00
Gwinn,,TRIANGLE,MI,1998-05-01 22:00:00,False,30593 days 22:00:00
Fort Smith,,DISK,AR,1998-05-02 01:00:00,False,30594 days 01:00:00
Los Angeles,,TRIANGLE,CA,1998-05-02 06:00:00,False,30594 days 06:00:00
Cheyenne,,,WY,1998-05-02 20:30:00,False,30594 days 20:30:00
Portland,,TRIANGLE,OR,1998-05-02 22:45:00,False,30594 days 22:45:00
Las Vegas,,TRIANGLE,NV,1998-05-03 21:00:00,False,30595 days 21:00:00
San Diego,BLUE,DISK,CA,1998-05-04 00:00:00,False,30596 days 00:00:00
Memphis,ORANGE,,TN,1998-05-04 00:45:00,False,30596 days 00:45:00
Moultrie,,VARIOUS,GA,1998-05-04 06:00:00,False,30596 days 06:00:00
Auburn,,SPHERE,WA,1998-05-06 13:30:00,False,30598 days 13:30:00
Manito,,TRIANGLE,IL,1998-05-06 23:30:00,False,30598 days 23:30:00
New York City,,TRIANGLE,NY,1998-05-08 19:15:00,False,30600 days 19:15:00
Deerfield Beach,,LIGHT,FL,1998-05-08 21:40:00,False,30600 days 21:40:00
Pompano Beach,,TRIANGLE,FL,1998-05-08 21:40:00,False,30600 days 21:40:00
Midlothian,,OTHER,IL,1998-05-08 22:00:00,False,30600 days 22:00:00
Asbury community,,LIGHT,NC,1998-05-09 20:00:00,False,30601 days 20:00:00
Bessemer,,,AL,1998-05-10 02:00:00,False,30602 days 02:00:00
Seattle,,FIREBALL,WA,1998-05-10 10:00:00,False,30602 days 10:00:00
Grand Rapids,,,MN,1998-05-10 19:00:00,False,30602 days 19:00:00
Carpentersville,,CIRCLE,IL,1998-05-10 21:30:00,False,30602 days 21:30:00
Oklahoma,,CIRCLE,OK,1998-05-10 22:00:00,False,30602 days 22:00:00
South Holland,,DISK,IL,1998-05-11 22:12:00,False,30603 days 22:12:00
Superior,,CIRCLE,WI,1998-05-12 01:00:00,False,30604 days 01:00:00
Pampa,,LIGHT,TX,1998-05-12 03:00:00,False,30604 days 03:00:00
Kinston,,CIGAR,NC,1998-05-12 16:00:00,False,30604 days 16:00:00
Chebanse,,DISK,IL,1998-05-12 21:00:00,False,30604 days 21:00:00
Rose,,TRIANGLE,NY,1998-05-15 00:00:00,False,30607 days 00:00:00
S. Beloit,,CIRCLE,IL,1998-05-15 00:00:00,False,30607 days 00:00:00
Ft. Campbell,,CIRCLE,KY,1998-05-15 07:30:00,False,30607 days 07:30:00
Nettleton,,LIGHT,MS,1998-05-15 07:30:00,False,30607 days 07:30:00
Des Plaines,,OTHER,IL,1998-05-15 18:00:00,False,30607 days 18:00:00
New York City,GREEN,OVAL,NY,1998-05-15 20:00:00,False,30607 days 20:00:00
Vincennes,,TRIANGLE,IN,1998-05-15 20:00:00,False,30607 days 20:00:00
Sebastopol,,LIGHT,MS,1998-05-15 21:45:00,False,30607 days 21:45:00
Newnan,,LIGHT,GA,1998-05-15 23:00:00,False,30607 days 23:00:00
Pueblo West,,TRIANGLE,CO,1998-05-15 23:30:00,False,30607 days 23:30:00
West Elkton,,,OH,1998-05-16 00:00:00,False,30608 days 00:00:00
Wilmington,,,NC,1998-05-16 02:20:00,False,30608 days 02:20:00
Westbrook,,OVAL,ME,1998-05-16 02:30:00,False,30608 days 02:30:00
Wheat Ridge,,CYLINDER,CO,1998-05-16 03:00:00,False,30608 days 03:00:00
Overland Park,,FIREBALL,KS,1998-05-16 16:00:00,False,30608 days 16:00:00
Andover,,LIGHT,MN,1998-05-16 21:45:00,False,30608 days 21:45:00
Manteca,,TRIANGLE,CA,1998-05-16 22:30:00,False,30608 days 22:30:00
Simla,GREEN,VARIOUS,CO,1998-05-16 23:47:00,False,30608 days 23:47:00
Belle Vernon,,OTHER,PA,1998-05-17 08:10:00,False,30609 days 08:10:00
Almont,,CIRCLE,MI,1998-05-17 17:00:00,False,30609 days 17:00:00
Colorado Springs,,LIGHT,CO,1998-05-17 22:25:00,False,30609 days 22:25:00
Kaleva,,LIGHT,MI,1998-05-17 23:20:00,False,30609 days 23:20:00
Salt Lake City,,TRIANGLE,UT,1998-05-17 23:30:00,False,30609 days 23:30:00
Rapid City,,OTHER,SD,1998-05-18 23:30:00,False,30610 days 23:30:00
Hill AFB,,CHEVRON,UT,1998-05-20 02:00:00,False,30612 days 02:00:00
Norfolk,,OTHER,MA,1998-05-20 03:15:00,False,30612 days 03:15:00
Granville,,LIGHT,OH,1998-05-20 04:30:00,False,30612 days 04:30:00
Atlantic City,BLUE,CIRCLE,NJ,1998-05-20 17:30:00,False,30612 days 17:30:00
Morristown,BLUE,FIREBALL,OH,1998-05-20 21:00:00,False,30612 days 21:00:00
Buffalo Grove,,LIGHT,IL,1998-05-20 21:45:00,False,30612 days 21:45:00
Salt Lake City,,CHEVRON,UT,1998-05-20 22:30:00,False,30612 days 22:30:00
Burlington,,LIGHT,VT,1998-05-20 22:40:00,False,30612 days 22:40:00
Old Appleton,,,MO,1998-05-20 23:00:00,False,30612 days 23:00:00
Spokane,,LIGHT,WA,1998-05-21 02:50:00,False,30613 days 02:50:00
Ridgway,,DISK,PA,1998-05-21 13:00:00,False,30613 days 13:00:00
St. Charles,,OTHER,ID,1998-05-21 20:00:00,False,30613 days 20:00:00
Denver,,FLASH,CO,1998-05-21 21:30:00,False,30613 days 21:30:00
Indianapolis,,VARIOUS,IN,1998-05-22 14:20:00,False,30614 days 14:20:00
Tigard,,TRIANGLE,OR,1998-05-22 21:00:00,False,30614 days 21:00:00
Moab,,FIREBALL,UT,1998-05-23 12:00:00,False,30615 days 12:00:00
Boston Location,,DISK,MI,1998-05-23 16:30:00,False,30615 days 16:30:00
Asbury Park,,CIGAR,NJ,1998-05-24 22:40:00,False,30616 days 22:40:00
Madison,,CYLINDER,WI,1998-05-25 12:05:00,False,30617 days 12:05:00
Denver,,TEARDROP,CO,1998-05-26 10:40:00,False,30618 days 10:40:00
Stanwood,,RECTANGLE,WA,1998-05-28 20:10:00,False,30620 days 20:10:00
Santa Fe,,FIREBALL,NM,1998-05-28 20:30:00,False,30620 days 20:30:00
Tucker,,VARIOUS,GA,1998-05-28 22:30:00,False,30620 days 22:30:00
Davie,GREEN BLUE,FLASH,FL,1998-05-28 22:43:00,False,30620 days 22:43:00
North Bend,,TRIANGLE,OH,1998-05-29 01:30:00,False,30621 days 01:30:00
Maple Shade,,SPHERE,NJ,1998-05-29 03:00:00,False,30621 days 03:00:00
Dallas,,DISK,TX,1998-05-29 04:45:00,False,30621 days 04:45:00
Phoenix,,OVAL,AZ,1998-05-29 05:00:00,False,30621 days 05:00:00
Phoenix,,CIGAR,AZ,1998-05-29 05:10:00,False,30621 days 05:10:00
Phoenix,,CIGAR,AZ,1998-05-29 05:10:00,False,30621 days 05:10:00
Elmira,,TRIANGLE,NY,1998-05-29 23:30:00,False,30621 days 23:30:00
Woodstock,GREEN,CIGAR,IL,1998-05-30 01:40:00,False,30622 days 01:40:00
Whitehorse,,LIGHT,MT,1998-05-30 04:00:00,False,30622 days 04:00:00
Salem,,OVAL,OR,1998-05-30 21:00:00,False,30622 days 21:00:00
Fort Hood,,LIGHT,TX,1998-05-31 02:30:00,False,30623 days 02:30:00
